TERM,CRN,SUBJECT,TITLE,DAYS,TIME,BLDG,LAT,LNG,ROOM,INSTRUCTOR,MEET TYPE,DEPT,LVL,B,Dep,enroll
201520,23580,AAST,INTRO AFRICAN AMERICAN STUDIES,T,0930-1045,DIEHN,36.88705158,-76.30770139,1104,"WILDER-BONNER, KIDESTE",CLASS,AL,UG,ALFRN,AA,733
201520,23580,AAST,INTRO AFRICAN AMERICAN STUDIES,R,0930-1045,DIEHN,36.88705158,-76.30770139,1104,"WILDER-BONNER, KIDESTE",CLASS,AL,UG,ANNEX,ACCT,2259
201520,23835,AAST,INTRO AFRICAN AMERICAN STUDIES,M,1620-1900,BAL,36.88448578,-76.30352787,3066,"SUMTER, MELVINA",CLASS,AL,UG,BAB,AL,205
201520,23583,AAST,AFRICA IN TRANSITION,M,1200-1250,DIEHN,36.88705158,-76.30770139,1104,"TOUSSAINT, JEFFREY",CLASS,AL,UG,BAL,ART,3860
201520,23583,AAST,AFRICA IN TRANSITION,F,1200-1250,DIEHN,36.88705158,-76.30770139,1104,"TOUSSAINT, JEFFREY",CLASS,AL,UG,CCPO,BIOL,7150
201520,23583,AAST,AFRICA IN TRANSITION,W,1200-1250,DIEHN,36.88705158,-76.30770139,1104,"TOUSSAINT, JEFFREY",CLASS,AL,UG,CM,BU,285
201520,26963,AAST,TPC:MAKING AFRICAN-AMER CINEMA,T,1500-1615,BAL,36.88448578,-76.30352787,3070,"ROSS, MONTY",CLASS,AL,UG,CONST,CDSE,2061
201520,26963,AAST,TPC:MAKING AFRICAN-AMER CINEMA,R,1500-1615,BAL,36.88448578,-76.30352787,3070,"ROSS, MONTY",CLASS,AL,UG,CSC,CEE,1385
201520,23584,AAST,AFRICANA INTELL THGT & ECO DEV,T,1330-1445,DIEHN,36.88705158,-76.30770139,1104,"WILDER-BONNER, KIDESTE",CLASS,AL,UG,DAHL,CEH,410
201520,23584,AAST,AFRICANA INTELL THGT & ECO DEV,R,1330-1445,DIEHN,36.88705158,-76.30770139,1104,"WILDER-BONNER, KIDESTE",CLASS,AL,UG,DIEHN,CHEM,7081
201520,32125,AAST,TPC:BLACK QUEER FEMINISMS,W,1620-1900,BAL,36.88448578,-76.30352787,3066,"REED, ALISON",CLASS,AL,UG,DRGS,CHS,2107
201520,27073,AAST,TPC:HISTORY OF MODERN AFRICA,T,1500-1615,BAL,36.88448578,-76.30352787,2063,"VOS, JELMER",CLASS,AL,UG,ECSB,COMM,8725
201520,27073,AAST,TPC:HISTORY OF MODERN AFRICA,R,1500-1615,BAL,36.88448578,-76.30352787,2063,"VOS, JELMER",CLASS,AL,UG,ED,CS,4538
201520,20243,ACCT,PRIN OF FINANCIAL ACCOUNTING,M,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,ESB,DNTH,619
201520,20243,ACCT,PRIN OF FINANCIAL ACCOUNTING,F,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,GOODE,ECE,1633
201520,20243,ACCT,PRIN OF FINANCIAL ACCOUNTING,W,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,GORNT,ECON,3078
201520,20244,ACCT,PRIN OF FINANCIAL ACCOUNTING,M,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HASSELL, MARY",CLASS,ACCT,UG,GRSM,EFL,478
201520,20245,ACCT,PRIN OF FINANCIAL ACCOUNTING,W,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"WILLIAMS, GAIL",CLASS,ACCT,UG,HAS,ELC,25
201520,23429,ACCT,PRIN OF FINANCIAL ACCOUNTING,M,1500-1615,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"ZIEGENFUSS, DOUGLAS",CLASS,ACCT,UG,HLTH,EN,525
201520,23429,ACCT,PRIN OF FINANCIAL ACCOUNTING,W,1500-1615,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"ZIEGENFUSS, DOUGLAS",CLASS,ACCT,UG,KAUF,ENGL,11207
201520,27417,ACCT,PRIN OF FINANCIAL ACCOUNTING,R,1910-2150,"Dragas Hall, 1201 49th street, Norfolk, VA 23529",36.88732403,-76.30529813,1117,"WILLIAMS, GAIL",CLASS,ACCT,UG,MGB,ENGR,132
201520,27721,ACCT,PRIN OF FINANCIAL ACCOUNTING,M,1300-1350,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"CROMICH, ROBERT",CLASS,ACCT,UG,OCNPS,ENGT,2833
201520,27721,ACCT,PRIN OF FINANCIAL ACCOUNTING,F,1300-1350,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"CROMICH, ROBERT",CLASS,ACCT,UG,PLANE,ENMA,914
201520,27721,ACCT,PRIN OF FINANCIAL ACCOUNTING,W,1300-1350,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"CROMICH, ROBERT",CLASS,ACCT,UG,PNCTR,FIN,1741
201520,27729,ACCT,PRIN OF FINANCIAL ACCOUNTING,T,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"CALL, JASON",CLASS,ACCT,UG,PSII,FLL,4009
201520,27745,ACCT,PRIN OF FINANCIAL ACCOUNTING,R,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"GROOVER, RICHARD",CLASS,ACCT,UG,ROGM,HIST,5052
201520,32918,ACCT,PRIN OF FINANCIAL ACCOUNTING,M,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"CROMICH, ROBERT",CLASS,ACCT,UG,SRC,HMS,6788
201520,32918,ACCT,PRIN OF FINANCIAL ACCOUNTING,F,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"CROMICH, ROBERT",CLASS,ACCT,UG,SSC,HS,34
201520,32918,ACCT,PRIN OF FINANCIAL ACCOUNTING,W,1000-1050,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"CROMICH, ROBERT",CLASS,ACCT,UG,ST47,HUM,24
201520,20965,ACCT,PRIN OF MANAGERIAL ACCOUNTING,M,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"CARNEY, DAVID",CLASS,ACCT,UG,STABL,IP,130
201520,22965,ACCT,PRIN OF MANAGERIAL ACCOUNTING,M,0900-0950,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,TBA,IS,93
201520,22965,ACCT,PRIN OF MANAGERIAL ACCOUNTING,F,0900-0950,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,TCCTR,ISYS,4106
201520,22965,ACCT,PRIN OF MANAGERIAL ACCOUNTING,W,0900-0950,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"O'SHAUGHNESSY, PAIGE",CLASS,ACCT,UG,THTR,MAE,2799
201520,23921,ACCT,PRIN OF MANAGERIAL ACCOUNTING,M,1100-1150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"CROMICH, ROBERT",CLASS,ACCT,UG,VAB,MATH,13823
201520,23921,ACCT,PRIN OF MANAGERIAL ACCOUNTING,W,1100-1150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"CROMICH, ROBERT",CLASS,ACCT,UG,VAHSE,MBA,21
201520,23921,ACCT,PRIN OF MANAGERIAL ACCOUNTING,F,1100-1150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"CROMICH, ROBERT",CLASS,ACCT,UG,VBCTR,MDTS,578
201520,24017,ACCT,PRIN OF MANAGERIAL ACCOUNTING,W,1910-2150,KAUF,36.8872468,-76.30529813,100,"WHITEMORE, JAMES",CLASS,ACCT,UG,WC2,MGMT,2422
201520,27722,ACCT,PRIN OF MANAGERIAL ACCOUNTING,T,0930-1045,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"WEST, LESLIE",CLASS,ACCT,UG,WC5,MILS,222
201520,27722,ACCT,PRIN OF MANAGERIAL ACCOUNTING,R,0930-1045,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"WEST, LESLIE",CLASS,ACCT,UG,WC7,MKTG,1684
201520,27730,ACCT,PRIN OF MANAGERIAL ACCOUNTING,T,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1037,"HOLMAN, FRANCIS",CLASS,ACCT,UG,WC8,MSVE,352
201520,20246,ACCT,INTERMEDIATE ACCOUNTING I,T,0930-1045,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"PARK, JONG",CLASS,ACCT,UG,WEB2,MUSC,2265
201520,20246,ACCT,INTERMEDIATE ACCOUNTING I,R,0930-1045,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"PARK, JONG",CLASS,ACCT,UG,WEB5,NAVS,341
201520,31446,ACCT,INTERMEDIATE ACCOUNTING I,R,1620-1900,"Dragas Hall, 1201 49th street, Norfolk, VA 23529",36.88732403,-76.30529813,2120,"SPURRIER, RANDALL",CLASS,ACCT,UG,WEB7,NURS,573
201520,20855,ACCT,INTERMEDIATE ACCOUNTING II,R,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"XU, YIN",CLASS,ACCT,UG,WEB8,OCEN,3500
201520,22275,ACCT,INTERMEDIATE ACCOUNTING II,T,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"XU, YIN",CLASS,ACCT,UG,WEBB,PADM,112
201520,22275,ACCT,INTERMEDIATE ACCOUNTING II,R,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"XU, YIN",CLASS,ACCT,UG,WHBCH,PHIL,4648
201520,27724,ACCT,INTERMEDIATE ACCOUNTING II,R,1100-1215,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"SPURRIER, RANDALL",CLASS,ACCT,UG,WHITE,PHYS,3920
201520,27724,ACCT,INTERMEDIATE ACCOUNTING II,T,1100-1215,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"SPURRIER, RANDALL",CLASS,ACCT,UG,,POLS,3258
201520,20247,ACCT,MANAGERIAL ACCOUNTING,T,1500-1615,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"LORD, YOSHIE",CLASS,ACCT,UG,,PSYC,6315
201520,20247,ACCT,MANAGERIAL ACCOUNTING,R,1500-1615,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"LORD, YOSHIE",CLASS,ACCT,UG,,PT,40
201520,21763,ACCT,MANAGERIAL ACCOUNTING,T,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"STEIN, MICHAEL",CLASS,ACCT,UG,,PTAT,979
201520,21763,ACCT,MANAGERIAL ACCOUNTING,R,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"STEIN, MICHAEL",CLASS,ACCT,UG,,SC,90
201520,24482,ACCT,MANAGERIAL ACCOUNTING,T,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"LORD, YOSHIE",CLASS,ACCT,UG,,SEPS,2010
201520,21988,ACCT,ACCT/AUDIT PUBLIC/NONPROF SECT,T,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HENRY, LAURIE",CLASS,ACCT,UG,,SOC,6380
201520,27770,ACCT,FINANCIAL AUDITING,M,1910-2150,GORNT,36.8872468,-76.30397848,222,"ZIEGENFUSS, DOUGLAS",CLASS,ACCT,UG,,TL,1142
201520,27771,ACCT,FINANCIAL AUDITING,M,1910-2150,WC2,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,WMST,867
201520,27772,ACCT,FINANCIAL AUDITING,M,1910-2150,WC5,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,27773,ACCT,FINANCIAL AUDITING,M,1910-2150,WC7,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,30852,ACCT,FINANCIAL AUDITING,M,1910-2150,VBCTR,36.7812814,-76.09626148,158,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,30853,ACCT,FINANCIAL AUDITING,M,1910-2150,PNCTR,37.0620962,-76.414704,2243,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,30854,ACCT,FINANCIAL AUDITING,M,1910-2150,TCCTR,36.868849,-76.417203,2208,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,32804,ACCT,FINANCIAL AUDITING,M,1910-2150,WC8,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,UG,,,
201520,21829,ACCT,TAXATION,R,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"PAIGE, VIVIAN",CLASS,ACCT,UG,,,
201520,27725,ACCT,TAXATION,T,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"PAIGE, VIVIAN",CLASS,ACCT,UG,,,
201520,25172,ACCT,TAX RESEARCH,R,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1005,"PAIGE, VIVIAN",CLASS,ACCT,UG,,,
201520,30714,ACCT,INTERNAT/ADV ACCOUNTING ISSUES,W,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"SPURRIER, RANDALL",CLASS,ACCT,UG,,,
201520,22276,ACCT,ACCOUNTING INFORMATION SYSTEMS,R,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HENRY, LAURIE",CLASS,ACCT,UG,,,
201520,24392,ACCT,ACCOUNTING INFORMATION SYSTEMS,T,1100-1215,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HENRY, LAURIE",CLASS,ACCT,UG,,,
201520,24392,ACCT,ACCOUNTING INFORMATION SYSTEMS,R,1100-1215,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HENRY, LAURIE",CLASS,ACCT,UG,,,
201520,27778,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,GORNT,36.8872468,-76.30397848,201,"WEST, LESLIE",CLASS,ACCT,UG,,,
201520,27779,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,WC2,36.88395373,-76.30403213,N/A,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,27780,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,WC5,36.88395373,-76.30403213,N/A,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,27781,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,WC7,36.88395373,-76.30403213,N/A,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,30858,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,VBCTR,36.7812814,-76.09626148,157,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,30859,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,PNCTR,37.0620962,-76.414704,2242,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,30860,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,TCCTR,36.868849,-76.417203,2206,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,32802,ACCT,ACCOUNTING INFORMATION SYSTEMS,F,1000-1240,WC8,36.88395373,-76.30403213,N/A,"WEST, LESLIE",SYNC,ACCT,UG,,,
201520,20967,ACCT,ACCT/AUDIT PUBLIC NONPROF SECT,T,1620-1900,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1008,"HENRY, LAURIE",CLASS,ACCT,GR,,,
201520,27774,ACCT,FINANCIAL AUDITING,M,1910-2150,GORNT,36.8872468,-76.30397848,222,"ZIEGENFUSS, DOUGLAS",CLASS,ACCT,GR,,,
201520,27775,ACCT,FINANCIAL AUDITING,M,1910-2150,WC2,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,27776,ACCT,FINANCIAL AUDITING,M,1910-2150,WC5,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,27777,ACCT,FINANCIAL AUDITING,M,1910-2150,WC7,36.88395373,-76.30403213,N/A,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,30855,ACCT,FINANCIAL AUDITING,M,1910-2150,VBCTR,36.7812814,-76.09626148,158,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,30856,ACCT,FINANCIAL AUDITING,M,1910-2150,PNCTR,37.0620962,-76.414704,2243,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,30857,ACCT,FINANCIAL AUDITING,M,1910-2150,TCCTR,36.868849,-76.417203,2208,"ZIEGENFUSS, DOUGLAS",SYNC,ACCT,GR,,,
201520,27728,ACCT,MANAGERIAL ACCOUNTING,W,1800-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1002,"STEIN, MICHAEL",CLASS,ACCT,GR,,,
201520,27727,ACCT,FINANCIAL ACCOUNTING,W,1800-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1002,"AMOAH, NANA",CLASS,ACCT,GR,,,
201520,24483,ACCT,FINANCIAL STATEMENT ANALYSIS,T,1910-2150,VBCTR,36.7812814,-76.09626148,232,"PARK, JONG",CLASS,ACCT,GR,,,
201520,23430,ACCT,PROF ETHICS/LEGAL ISSUES ACCTG,W,1910-2150,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1052,"CHIUSANO, PETER",CLASS,ACCT,GR,,,
201520,30633,AMST,PERSPECTIVES-AMERICAN STUDIES,T,1330-1445,HLTH,36.88591028,-76.30194001,2008,"COSCO, JOSEPH",CLASS,AL,UG,,,
201520,30633,AMST,PERSPECTIVES-AMERICAN STUDIES,R,1330-1445,HLTH,36.88591028,-76.30194001,2008,"COSCO, JOSEPH",CLASS,AL,UG,,,
201520,21839,ANTR,INTRODUCTION TO ANTHROPOLOGY,T,1745-1900,ED,36.88578156,-76.3033884,232,"GREEN, PAUL",CLASS,SOC,UG,,,
201520,21839,ANTR,INTRODUCTION TO ANTHROPOLOGY,R,1745-1900,ED,36.88578156,-76.3033884,232,"GREEN, PAUL",CLASS,SOC,UG,,,
201520,22476,ANTR,INTRODUCTION TO ANTHROPOLOGY,T,0930-1045,BAL,36.88448578,-76.30352787,3062,"MACAK, KRISTIN",CLASS,SOC,UG,,,
201520,22476,ANTR,INTRODUCTION TO ANTHROPOLOGY,R,0930-1045,BAL,36.88448578,-76.30352787,3062,"MACAK, KRISTIN",CLASS,SOC,UG,,,
201520,28534,ANTR,BIOLOGICAL ANTHROPOLOGY,T,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1037,"MACAK, KRISTIN",CLASS,SOC,UG,,,
201520,28534,ANTR,BIOLOGICAL ANTHROPOLOGY,R,1330-1445,"Constant Hall, 1221, 49th street, Norfolk, VA 23529",36.8870765,-76.30533873,1037,"MACAK, KRISTIN",CLASS,SOC,UG,,,
201520,21823,ARAB,INTERMEDIATE ARABIC,F,0800-1000,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,21823,ARAB,INTERMEDIATE ARABIC,M,0800-0930,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,21823,ARAB,INTERMEDIATE ARABIC,W,0800-0930,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,22703,ARAB,INTERMEDIATE ARABIC,M,0930-1100,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,22703,ARAB,INTERMEDIATE ARABIC,W,0930-1100,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,22703,ARAB,INTERMEDIATE ARABIC,F,1000-1200,BAL,36.88448578,-76.30352787,2001,"QURAID, RANA",CLASS,FLL,UG,,,
201520,20840,ARTH,INTRO TO THE VISUAL ARTS,W,1910-2150,HAS,36.88593503,-76.29962542,2011,"STOLL, DARLENE",CLASS,ART,UG,,,
201520,21741,ARTH,INTRO TO THE VISUAL ARTS,M,1100-1150,HAS,36.88593503,-76.29962542,2011,"STOLL, DARLENE",CLASS,ART,UG,,,
201520,21741,ARTH,INTRO TO THE VISUAL ARTS,F,1100-1150,HAS,36.88593503,-76.29962542,2011,"STOLL, DARLENE",CLASS,ART,UG,,,
201520,21741,ARTH,INTRO TO THE VISUAL ARTS,W,1100-1150,HAS,36.88593503,-76.29962542,2011,"STOLL, DARLENE",CLASS,ART,UG,,,
201520,22302,ARTH,INTRO TO THE VISUAL ARTS,M,1000-1050,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,22302,ARTH,INTRO TO THE VISUAL ARTS,F,1000-1050,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,22302,ARTH,INTRO TO THE VISUAL ARTS,W,1000-1050,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,23539,ARTH,INTRO TO THE VISUAL ARTS,M,0900-0950,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,23539,ARTH,INTRO TO THE VISUAL ARTS,W,0900-0950,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,23539,ARTH,INTRO TO THE VISUAL ARTS,F,0900-0950,HAS,36.88593503,-76.29962542,2011,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,24766,ARTH,INTRO TO THE VISUAL ARTS,T,1100-1215,VBCTR,36.7812814,-76.09626148,121,"EDWARDS, PATRICIA",CLASS,ART,UG,,,
201520,24766,ARTH,INTRO TO THE VISUAL ARTS,R,1100-1215,VBCTR,36.7812814,-76.09626148,121,"EDWARDS, PATRICIA",CLASS,ART,UG,,,
201520,25810,ARTH,INTRO TO THE VISUAL ARTS,T,0930-1045,HAS,36.88593503,-76.29962542,2011,"DILUSTRO, SHARON",CLASS,ART,UG,,,
201520,25810,ARTH,INTRO TO THE VISUAL ARTS,R,0930-1045,HAS,36.88593503,-76.29962542,2011,"DILUSTRO, SHARON",CLASS,ART,UG,,,
201520,30296,ARTH,INTRO TO THE VISUAL ARTS,M,1200-1250,HAS,36.88593503,-76.29962542,2011,"WYATT, MARTHA",CLASS,ART,UG,,,
201520,30296,ARTH,INTRO TO THE VISUAL ARTS,W,1200-1250,HAS,36.88593503,-76.29962542,2011,"WYATT, MARTHA",CLASS,ART,UG,,,
201520,30296,ARTH,INTRO TO THE VISUAL ARTS,F,1200-1250,HAS,36.88593503,-76.29962542,2011,"WYATT, MARTHA",CLASS,ART,UG,,,
201520,30298,ARTH,INTRO TO THE VISUAL ARTS,T,1100-1215,HAS,36.88593503,-76.29962542,2011,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,30298,ARTH,INTRO TO THE VISUAL ARTS,R,1100-1215,HAS,36.88593503,-76.29962542,2011,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,30299,ARTH,INTRO TO THE VISUAL ARTS,T,1500-1615,HAS,36.88593503,-76.29962542,2011,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,30299,ARTH,INTRO TO THE VISUAL ARTS,R,1500-1615,HAS,36.88593503,-76.29962542,2011,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,26412,ARTH,HONORS-INTRO TO VISUAL ARTS,M,1400-1450,HAS,36.88593503,-76.29962542,2013,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,26412,ARTH,HONORS-INTRO TO VISUAL ARTS,F,1400-1450,HAS,36.88593503,-76.29962542,2013,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,26412,ARTH,HONORS-INTRO TO VISUAL ARTS,W,1400-1450,HAS,36.88593503,-76.29962542,2013,"WHELAN, AGNIESZKA",CLASS,ART,UG,,,
201520,20816,ARTH,ANCIENT AND MEDIEVAL ART,T,1330-1445,HAS,36.88593503,-76.29962542,2013,"DILUSTRO, SHARON",CLASS,ART,UG,,,
201520,20816,ARTH,ANCIENT AND MEDIEVAL ART,R,1330-1445,HAS,36.88593503,-76.29962542,2013,"DILUSTRO, SHARON",CLASS,ART,UG,,,
201520,30300,ARTH,ANCIENT AND MEDIEVAL ART,M,0900-0950,HAS,36.88593503,-76.29962542,2013,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,30300,ARTH,ANCIENT AND MEDIEVAL ART,F,0900-0950,HAS,36.88593503,-76.29962542,2013,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,30300,ARTH,ANCIENT AND MEDIEVAL ART,W,0900-0950,HAS,36.88593503,-76.29962542,2013,"GAY, KIMBERLY",CLASS,ART,UG,,,
201520,21854,ARTH,RENAISSANCE AND MODERN ART,T,1500-1615,HAS,36.88593503,-76.29962542,2013,"MURAOKA, ANNE",CLASS,ART,UG,,,
201520,21854,ARTH,RENAISSANCE AND MODERN ART,R,1500-1615,HAS,36.88593503,-76.29962542,2013,"MURAOKA, ANNE",CLASS,ART,UG,,,
201520,30301,ARTH,RENAISSANCE AND MODERN ART,M,1500-1615,HAS,36.88593503,-76.29962542,2011,"COLAIZZI, VITTORIO",CLASS,ART,UG,,,
201520,30301,ARTH,RENAISSANCE AND MODERN ART,W,1500-1615,HAS,36.88593503,-76.29962542,2011,"COLAIZZI, VITTORIO",CLASS,ART,UG,,,
201520,30304,ARTH,HISTORY OF DECORATIVE ARTS,M,1000-1050,HAS,36.88593503,-76.29962542,2013,"WYATT, MARTHA",CLASS,ART,UG,,,
201520,30304,ARTH,HISTORY OF DECORATIVE ARTS,W,1000-1050,HAS,36.88593503,-76.29962542,2013,"WYATT, MARTHA",CLASS,ART,UG,,,
201520,30304,ARTH,HISTORY OF DECORATIVE ARTS,F,1000-1050,HAS,36.88593503,-76.29962542,2013,"WYATT, MARTHA",CLASS,ART,UG,,,
